sample_id,param_hash,stream,intended_relaxed_rules,relaxed_violations,pitch_mm,analytic_raw,analytic_norm,boolean_raw,boolean_norm,abs_error_raw,rel_error_nonzero,analytic_wall_time_s,boolean_wall_time_s,analytic_points,boolean_status,boolean_nonzero,analytic_nonzero
analytic_calib_0004,e7325cc33e6af804,single_relaxation,A1,A1,0.5,272.6901749254139,0.006304613278553001,275.13087576933435,0.0064510436837247245,2.4407008439204674,0.008871053956033327,0.017497874971013516,8.605634125007782,224128,,True,True
analytic_calib_0004,e7325cc33e6af804,single_relaxation,A1,A1,0.25,274.82056691701865,0.006353868069791695,275.13087576933435,0.0064510436837247245,0.3103088523156998,0.0011278590650649408,0.1261011669994332,8.605634125007782,1793024,,True,True
analytic_calib_0005,f7769365aabf2b89,single_relaxation,D6,A2|D6,1.0,132.197755248,0.0008268829522590455,167.87270217036647,0.0010600565985189874,35.67494692236647,0.21251190015492555,0.002923542051576078,10.621873249998316,36374,,True,True
analytic_calib_0005,f7769365aabf2b89,single_relaxation,D6,A2|D6,0.75,160.0987600447552,0.0010014007810531453,167.87270217036647,0.0010600565985189874,7.773942125611256,0.046308554190792925,0.005785832996480167,10.621873249998316,80984,,True,True
analytic_calib_0005,f7769365aabf2b89,single_relaxation,D6,A2|D6,0.5,161.05172885454544,0.0010073614999879855,167.87270217036647,0.0010600565985189874,6.820973315821021,0.0406318193943094,0.019713457964826375,10.621873249998316,273759,,True,True
analytic_calib_0005,f7769365aabf2b89,single_relaxation,D6,A2|D6,0.25,167.84538415715977,0.001049855094094161,167.87270217036647,0.0010600565985189874,0.02731801320669547,0.00016273052648531054,0.15391070896293968,10.621873249998316,2117505,,True,True
analytic_calib_0006,8625b8b60ba04c30,single_relaxation,A2,A2,1.0,0.0,0.0,4.206504375005015,2.2276422676976198e-05,4.206504375005015,1.0,0.0012750839814543724,4.293775583966635,15760,,True,False
analytic_calib_0006,8625b8b60ba04c30,single_relaxation,A2,A2,0.75,17.90032664928277,9.451105651956723e-05,4.206504375005015,2.2276422676976198e-05,13.693822274277757,3.2553923765410158,0.002697042014915496,4.293775583966635,40131,,True,True
analytic_calib_0006,8625b8b60ba04c30,single_relaxation,A2,A2,0.5,7.611337240542138,4.018672609860937e-05,4.206504375005015,2.2276422676976198e-05,3.4048328655371227,0.80942097333087,0.0093129170127213,4.293775583966635,124349,,True,True
analytic_calib_0006,8625b8b60ba04c30,single_relaxation,A2,A2,0.25,2.871510733322445,1.5161148650013911e-05,4.206504375005015,2.2276422676976198e-05,1.33499364168257,0.31736413959654525,0.07247949996963143,4.293775583966635,987258,,True,True
analytic_calib_0007,b7e1a4b93c340b47,single_relaxation,D5,D5,1.0,0.0,0.0,0.0,0.0,0.0,,0.004647916997782886,19.74904670799151,66069,,False,False
analytic_calib_0007,b7e1a4b93c340b47,single_relaxation,D5,D5,0.75,0.0,0.0,0.0,0.0,0.0,,0.00988112500635907,19.74904670799151,150928,,False,False
analytic_calib_0007,b7e1a4b93c340b47,single_relaxation,D5,D5,0.5,0.0,0.0,0.0,0.0,0.0,,0.032150792016182095,19.74904670799151,508251,,False,False
analytic_calib_0007,b7e1a4b93c340b47,single_relaxation,D5,D5,0.25,0.0,0.0,0.0,0.0,0.0,,0.2794335000216961,19.74904670799151,3980185,,False,False
analytic_calib_0008,c7755900d524d4d3,multi_relaxation,"D6,A2",A2,1.0,0.0,0.0,15.76408714405458,0.00012206527829454665,15.76408714405458,1.0,0.0016256250091828406,6.417668750043958,22140,,True,False
analytic_calib_0008,c7755900d524d4d3,multi_relaxation,"D6,A2",A2,0.75,19.190558535749982,0.00014761365706578635,15.76408714405458,0.00012206527829454665,3.4264713916954026,0.2173593282239432,0.0036963330348953605,6.417668750043958,52224,,True,True
analytic_calib_0008,c7755900d524d4d3,multi_relaxation,"D6,A2",A2,0.5,22.744365671999983,0.00017494951948537644,15.76408714405458,0.00012206527829454665,6.980278527945403,0.442796240858007,0.013130375009495765,6.417668750043958,176400,,True,True
analytic_calib_0008,c7755900d524d4d3,multi_relaxation,"D6,A2",A2,0.25,14.452599608125798,0.0001111693064216291,15.76408714405458,0.00012206527829454665,1.3114875359287819,0.08319463879793439,0.09178679197793826,6.417668750043958,1347810,,True,True
analytic_calib_0009,c79c7d8d4797a91a,extreme_meaningful,A2,D4,1.0,0.0,0.0,2.122990249499041,0.00038645020115929933,2.122990249499041,1.0,0.0012154169962741435,2.8594101250055246,10760,,True,False
analytic_calib_0009,c79c7d8d4797a91a,extreme_meaningful,A2,D4,0.75,0.0,0.0,2.122990249499041,0.00038645020115929933,2.122990249499041,1.0,0.0020042909891344607,2.8594101250055246,26086,,True,False
analytic_calib_0009,c79c7d8d4797a91a,extreme_meaningful,A2,D4,0.5,0.0,0.0,2.122990249499041,0.00038645020115929933,2.122990249499041,1.0,0.006200166011694819,2.8594101250055246,81512,,True,False
analytic_calib_0009,c79c7d8d4797a91a,extreme_meaningful,A2,D4,0.25,0.0,0.0,2.122990249499041,0.00038645020115929933,2.122990249499041,1.0,0.04770599998300895,2.8594101250055246,649012,,True,False
analytic_calib_0010,d3aecb216fa8b4ea,clean_valid,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.006423250015359372,29.089288333023433,89526,,False,False
analytic_calib_0010,d3aecb216fa8b4ea,clean_valid,,,0.75,0.0,0.0,0.0,0.0,0.0,,0.01604141597636044,29.089288333023433,214222,,False,False
analytic_calib_0010,d3aecb216fa8b4ea,clean_valid,,,0.5,0.0,0.0,0.0,0.0,0.0,,0.05045124999014661,29.089288333023433,710588,,False,False
analytic_calib_0010,d3aecb216fa8b4ea,clean_valid,,,0.25,0.0,0.0,0.0,0.0,0.0,,0.38637070800177753,29.089288333023433,5615376,,False,False
analytic_calib_0011,9666ad8382b7b108,near_boundary,A1,,1.0,0.0,0.0,0.0,0.0,0.0,,0.002274166967254132,7.187351917033084,28519,,False,False
analytic_calib_0011,9666ad8382b7b108,near_boundary,A1,,0.75,0.0,0.0,0.0,0.0,0.0,,0.004093291005119681,7.187351917033084,65925,,False,False
analytic_calib_0011,9666ad8382b7b108,near_boundary,A1,,0.5,0.0,0.0,0.0,0.0,0.0,,0.015919625002425164,7.187351917033084,224692,,False,False
analytic_calib_0011,9666ad8382b7b108,near_boundary,A1,,0.25,0.0,0.0,0.0,0.0,0.0,,0.12039845803519711,7.187351917033084,1766358,,False,False
