acquisition_events_mean,acquisition_events_std,bin_accuracy_mean,bin_accuracy_std,bin_auc_mean,bin_auc_std,bin_balanced_accuracy_mean,bin_balanced_accuracy_std,bin_f1_mean,bin_f1_std,bin_positive_rate_true_mean,bin_positive_rate_true_std,bin_precision_mean,bin_precision_std,bin_recall_mean,bin_recall_std,budget,mae_bin_clean_or_below_threshold_mean,mae_bin_clean_or_below_threshold_std,mae_bin_large_mean,mae_bin_large_std,mae_bin_moderate_mean,mae_bin_moderate_std,mae_bin_small_mean,mae_bin_small_std,mae_bin_tiny_mean,mae_bin_tiny_std,mae_dominant_bracket__main_pin_mean,mae_dominant_bracket__main_pin_std,mae_dominant_bracket__splint_mean,mae_dominant_bracket__splint_std,mae_dominant_clean_mean,mae_dominant_clean_std,mae_dominant_main_pin__splint_mean,mae_dominant_main_pin__splint_std,mae_log_mean,mae_log_std,mae_norm_mean,mae_norm_std,median_ae_norm_mean,median_ae_norm_std,n_bin_clean_or_below_threshold_mean,n_bin_clean_or_below_threshold_std,n_bin_large_mean,n_bin_large_std,n_bin_moderate_mean,n_bin_moderate_std,n_bin_small_mean,n_bin_small_std,n_bin_tiny_mean,n_bin_tiny_std,n_dominant_bracket__main_pin_mean,n_dominant_bracket__main_pin_std,n_dominant_bracket__splint_mean,n_dominant_bracket__splint_std,n_dominant_clean_mean,n_dominant_clean_std,n_dominant_main_pin__splint_mean,n_dominant_main_pin__splint_std,n_mean,n_seeds,n_std,near_threshold_mae_norm_mean,near_threshold_mae_norm_std,pearson_norm_mean,pearson_norm_std,rmse_log_mean,rmse_log_std,rmse_norm_mean,rmse_norm_std,series,spearman_norm_mean,spearman_norm_std,strategy,train_frac_clean_or_below_threshold_mean,train_frac_clean_or_below_threshold_std,train_frac_large_mean,train_frac_large_std,train_frac_moderate_mean,train_frac_moderate_std,train_frac_small_mean,train_frac_small_std,train_frac_tiny_mean,train_frac_tiny_std,train_overlap_positive_rate_mean,train_overlap_positive_rate_std
32.0,0.0,0.9076666666666666,0.003981066300488954,0.9618548980891152,0.00434744477868907,0.9093827655710839,0.0038592046357190323,0.9059891280718505,0.004404551856296091,0.5174,0.0,0.9571332864407941,0.0024410086688093978,0.8600695786625434,0.007737402291458565,5000,2.38073012320638e-05,2.323341309423911e-06,0.005488582323377174,0.0012503766883092738,0.0011223333952405988,0.00010965855264553219,0.0003858324554159758,9.606694296013208e-06,0.0001701933978237854,7.4591867218335915e-06,0.002346125993201314,0.0003683392761149093,0.0008943064626308566,2.4524927620880504e-05,2.38073012320638e-05,2.323341309423911e-06,0.0026581326745334934,0.0005880717066054462,0.43728786109856355,0.022591858795802902,0.0012258986127851772,0.0002385235216114533,8.028389556595054e-05,5.601687388654802e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,0.00012284540960415724,6.813524542883158e-06,0.8252449653578741,0.06087563423545332,0.7780621193450914,0.022463620844840493,0.005697407866871087,0.0020556236916783313,active_base3000,0.8390119519284779,0.009568840836353867,binary_uncertainty,0.511,0.006951258878793073,0.11213333333333332,0.0015084944665312988,0.1672,0.0035814336049502103,0.15093333333333334,0.0072154155959461026,0.05873333333333333,0.0036307330144506934,0.48900000000000005,0.006951258878793098
32.0,0.0,0.9270666666666667,0.006433937795437214,0.9702150225342233,0.004574064741689841,0.9287017616480929,0.006237748121184715,0.9259395427428073,0.006985935876608078,0.5174,0.0,0.9749137241885188,0.0010088688279202495,0.8817162736760727,0.011880722903989685,7500,1.2073182346947054e-05,5.069685087419836e-07,0.005709131756904081,0.00035172144035896505,0.0010596154970300984,8.96907052812877e-05,0.00031474960205676037,3.260576246025131e-05,0.0001333613877227179,1.268947020581464e-05,0.002614930099992484,0.00028803928821674845,0.0008767056224464096,3.383825426522146e-05,1.2073182346947054e-05,5.069685087419836e-07,0.0026140386402820257,0.00016924559802921946,0.37467027496985494,0.03145991570954614,0.0012368237741993185,8.201474249825433e-05,6.069311325518356e-05,3.680077690080188e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,9.379461322496473e-05,1.0261469657225337e-05,0.8543650881941596,0.018362567647072472,0.6814693996201182,0.043486599795444475,0.004892587848382248,0.000594214870340944,active_base3000,0.8776424426576975,0.02053753475499252,binary_uncertainty,0.5385333333333333,0.0037444279590801,0.08262222222222222,0.002676278971968821,0.16035555555555556,0.006517744061738003,0.15355555555555556,0.006240924274694343,0.06493333333333333,0.00607801137068879,0.4614666666666667,0.003744427959080096
32.0,0.0,0.9338000000000001,0.006825442598591443,0.9736169023467514,0.004625332604796713,0.9349763737877118,0.0065077099847759105,0.9336456870636507,0.0074887462595674475,0.5174,0.0,0.9687436576776166,0.002630196653761038,0.9011725293132328,0.015737567939171585,10000,1.4063046488566217e-05,2.242347879278134e-06,0.007585704801177818,0.0004397582400780915,0.001075034181167171,3.9252154362098864e-05,0.0003036229129521427,2.3805401417037197e-05,0.0001583100776144348,6.850063917785339e-07,0.0029748927481907435,0.0008115392696884985,0.0008227899982793607,4.066034662938656e-05,1.4063046488566217e-05,2.242347879278134e-06,0.0034949532987213782,0.00014565109513209112,0.36877415295596433,0.015682342288312882,0.0015656169658992056,8.01360450566546e-05,6.807725317988418e-05,2.0744283854426437e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,7.709030114685411e-05,7.111894793710644e-06,0.8188454921451203,0.003447729340781523,0.6400483063180257,0.028419985312690285,0.0072707535193913845,0.0004499459376506255,active_base3000,0.8694927355797093,0.01773640311381185,binary_uncertainty,0.5466,0.009706698717895777,0.0669,0.00045460605656619707,0.16196666666666665,0.0035036488915922447,0.15873333333333334,0.005094005191289939,0.06580000000000001,0.0034322004603461005,0.45339999999999997,0.009706698717895802
32.0,0.0,0.9334666666666666,0.005118159391378493,0.9721496320904469,0.009395953470232024,0.9345102359428029,0.004822495369117111,0.9335850403846647,0.0056806381041649276,0.5174,0.0,0.9647522412994719,0.004004697423197676,0.9045226130653266,0.013582459943929344,12500,1.5593094034819514e-05,2.8973387472181748e-06,0.009906262236242322,0.0016104219009653528,0.0011878894163686786,0.00022615532982453584,0.0003130531089257131,4.034917825194192e-05,0.00015834018352902903,7.678748727759037e-06,0.004223904961196846,0.001311300360484105,0.0008240784083042482,2.6769865235927885e-05,1.5593094034819514e-05,2.8973387472181748e-06,0.004333863107780999,0.0005605229434932071,0.3958411342461874,0.04009420133970755,0.0019909860925936217,0.00032315962647217356,7.148323144671546e-05,5.587323656096954e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,7.587004537787444e-05,7.055795526012535e-06,0.7941608921400057,0.04845025302195347,0.6542648006324202,0.05923342702693209,0.009249919112842432,0.0010355403273130117,active_base3000,0.8579953886238155,0.0072948012814523155,binary_uncertainty,0.5360266666666667,0.0023563436836666132,0.06144,0.002722351924347771,0.17010666666666666,0.0007654773383683936,0.16384,0.002053160165858146,0.06858666666666667,0.002536839678725395,0.46397333333333335,0.0023563436836666098
32.0,0.0,0.9240666666666667,0.021473911820832463,0.9679051585298527,0.014812980371462366,0.9257004469359239,0.02049274885449772,0.9222116319280497,0.024527431577877117,0.5174,0.0,0.97219308531841,0.006710088826049276,0.8787527380492204,0.04873198517777889,15000,1.790378466303808e-05,5.682163089471242e-06,0.007881689947239983,0.0011353066906774425,0.001220892375748692,0.0001347648968451491,0.0003481761988999672,1.4735832677915118e-05,0.00013680286723719611,9.696109256268761e-06,0.002688632282462196,0.0006597288344017128,0.0008276524630591638,4.674783727691451e-05,1.790378466303808e-05,5.682163089471242e-06,0.003853007294118048,0.0004404618068544248,0.45075910205965775,0.05802240646347702,0.001650686500882236,0.00021751502264704775,7.105572043049808e-05,5.079835386601152e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,9.418219016836879e-05,2.881378839517919e-05,0.7905879805550047,0.028748431944679506,0.6954660139327747,0.056366049848154416,0.007407764543303092,0.0010776160120307273,active_base3000,0.8538178620567144,0.01698473781432812,binary_uncertainty,0.540711111111111,0.007811925040571343,0.05671111111111111,0.00199728210387745,0.17075555555555555,0.005250843553629391,0.16217777777777775,0.0017940918126168341,0.06964444444444444,0.0011942247860039462,0.45928888888888886,0.007811925040571388
32.0,0.0,0.9028666666666667,0.005706915882408694,0.9634776366237235,0.005128338471416057,0.9040194704061072,0.005607427909859504,0.9026683703695907,0.006217706635688665,0.5174,0.0,0.937181007809733,0.01113462602369592,0.870892926169308,0.014678652915382692,5000,3.5291287175670306e-05,6.871568349297521e-06,0.003797149942576137,0.0005715117981798497,0.0009504281919664306,3.1786242564236794e-05,0.00038187124060850094,3.058005589430716e-05,0.0001880289844303041,2.4319681223549818e-05,0.0019636696091931407,0.00011215452420579411,0.0008409517192387129,4.839840480040444e-05,3.5291287175670306e-05,6.871568349297521e-06,0.0018162014723385998,0.0002974099989127479,0.43461281659333406,0.020257987030786285,0.0009061629106845229,0.00010974914311076782,9.136109414005962e-05,7.271303331139234e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,0.00012788943111612837,1.3314759207951347e-05,0.9191369602252716,0.011554260629874262,0.7654354572464744,0.03578634051952762,0.00291024032835727,0.0006139195856478485,active_base5000,0.8413917264876689,0.00665446385675663,binary_uncertainty,0.48360000000000003,0.006659329295557224,0.17733333333333334,0.0033038697848970272,0.18466666666666667,0.0003771236166328231,0.11873333333333332,0.0040835714216302796,0.03566666666666667,0.0016679994670929068,0.5164,0.006659329295557198
32.0,0.0,0.916,0.004744119166575276,0.9665496235894852,0.0027458539157122564,0.9175380552864741,0.00467102632122954,0.9149388588278682,0.005089418048649873,0.5174,0.0,0.9608454633455091,0.00789248425865222,0.8733410642958382,0.010209229629965408,7500,1.9525021473467874e-05,3.327655715351733e-06,0.005149283905967796,0.0006969310961739274,0.0009881322201953822,8.402046943098884e-05,0.0003164007732385094,2.8496485176605007e-05,0.00014117190529463886,1.7890278892240963e-05,0.0031657490474102205,0.0009483000774024331,0.000848638368709749,2.2173866784573325e-05,1.9525021473467874e-05,3.327655715351733e-06,0.0020822805898744966,0.00024356994470819772,0.3879139012745088,0.02393723709736672,0.0011304560119869147,0.00013410264312934458,6.817936006579355e-05,1.255204287988238e-05,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,0.00010035729853489745,8.569403209157845e-06,0.868683766036333,0.004707856227939627,0.7028457262741569,0.028031551492420186,0.004158270389876053,0.000550279446524302,active_base5000,0.8480676296987051,0.0037121235534084748,binary_uncertainty,0.5002666666666666,0.007056176700567361,0.12226666666666668,0.002119398936456247,0.1723111111111111,0.003345459425166009,0.14866666666666664,0.0035394077763670263,0.056488888888888894,0.0027741309394359545,0.49973333333333336,0.007056176700567341
32.0,0.0,0.9211333333333332,0.0046942044646090504,0.9699527315560236,0.0019462907038982204,0.9226241881301265,0.00473960327817493,0.920281118016911,0.004685354993544042,0.5174,0.0,0.9647321498529656,0.007383586850405809,0.8797835330498648,0.005475719459058337,10000,1.911111187783966e-05,5.473052693956638e-06,0.006560303512144106,0.0006995551680828682,0.0009693479545075516,3.7333249900402634e-05,0.0003435454224723876,3.795771216458355e-05,0.00016214713002748194,2.1955283103344e-05,0.0025609189178082185,0.0007152698265716564,0.0008373143288572682,1.1873618179951328e-05,1.911111187783966e-05,5.473052693956638e-06,0.003055310678502912,0.0005148224707702474,0.38216215386207947,0.026412148367409963,0.001375454011891094,0.0001353211493871931,6.833136527954291e-05,6.211015010152125e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,9.40472033773049e-05,9.003252115208046e-06,0.8468832072895601,0.008830412460445707,0.6844526508459564,0.03430639231692533,0.00629253671551257,0.0012665196183691103,active_base5000,0.8475373756614948,0.0052927667069319765,binary_uncertainty,0.5131333333333333,0.011557777564143643,0.09883333333333333,0.0011440668201153704,0.1738333333333333,0.007472765366463897,0.15303333333333333,0.003980228915806499,0.06116666666666667,0.003940671121635109,0.4868666666666666,0.01155777756414365
32.0,0.0,0.9313333333333333,0.005495048275998612,0.9724298914957971,0.007871864136207041,0.9327088009996959,0.0052937458134308816,0.9308085809465879,0.0059263947936835926,0.5174,0.0,0.971833585242973,0.002241976989534778,0.8931838680582399,0.011302080793500022,12500,1.4310568943030826e-05,2.9744685858236387e-06,0.006747182260828243,0.0006214930351141956,0.0009933531158076861,7.208651605998934e-05,0.00029389763664487413,2.404651801596545e-05,0.00014493028729716084,3.1536728713425185e-05,0.0033904510394151856,0.0013166556141218561,0.0008324857978056565,5.612457248388305e-06,1.4310568943030826e-05,2.9744685858236387e-06,0.0028447446868789367,0.0003326200296495255,0.36111158078264244,0.012253988637978202,0.001403403821632289,0.00010929946316280448,6.292384690217052e-05,3.2532376355974812e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,8.077129684586236e-05,5.668508757377683e-06,0.825975149518599,0.053541161270991726,0.6437257236063142,0.036373804387434934,0.0056629283702757756,0.0008641942458582714,active_base5000,0.8704390070735601,0.010394566023157486,binary_uncertainty,0.5145066666666667,0.006129041976977774,0.08512000000000002,0.0024079867109267866,0.17498666666666665,0.0035431561573765844,0.1604266666666667,0.0012330269889809986,0.06496,0.0008158431221748486,0.48549333333333333,0.006129041976977761
32.0,0.0,0.9315333333333333,0.005347481234708104,0.9696939114478531,0.004654548129198211,0.9328463275498494,0.004965802469236304,0.931099425833516,0.006211971744215574,0.5174,0.0,0.9704238135854486,0.007100426562457166,0.8951166086844479,0.016585071933724087,15000,1.2121668936242864e-05,2.450227744586812e-06,0.006422241478505008,0.0009627679233571589,0.001055693282825983,5.827364914809531e-05,0.00031927383461032407,2.2864373384933266e-05,0.00015068169490897507,8.6407938798281e-06,0.0028141298847046098,0.0009259833130167937,0.0008363715916047927,4.597707440929183e-05,1.2121668936242864e-05,2.450227744586812e-06,0.002928669498133509,0.00023046102661362464,0.3695878440872142,0.009595656058096393,0.0013609379086944302,0.00017037897023767346,6.824083296426882e-05,3.0409690719786876e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,8.207388953360981e-05,7.927228550068928e-06,0.8421742784470713,0.020768709033251256,0.6480577804258013,0.028884553786064537,0.005493682678699915,0.0010699854225271876,active_base5000,0.8690481900259274,0.01101634909561673,binary_uncertainty,0.5202888888888889,0.001736179998633316,0.07773333333333333,0.0019051586888313588,0.17373333333333332,0.0013695092389449425,0.16135555555555556,0.001004188758017327,0.06688888888888889,0.0012582566815015192,0.47971111111111114,0.001736179998633305
32.0,0.0,0.9113333333333333,0.006553031529164348,0.9699414111799287,0.005160058114327394,0.9128053371087855,0.0064244971163088345,0.9103618737185344,0.006958383835836713,0.5174,0.0,0.9540766178971228,0.003172804007380512,0.8705063780440665,0.010124314537076748,10000,2.3059241160897456e-05,2.693296205949505e-06,0.003020309475822772,0.00020797034828444214,0.0008426568734116189,3.2157836204779096e-05,0.0003286126274555513,2.6428111751427104e-05,0.00013724661004875177,1.2586784108021742e-05,0.001779255590390676,0.000169886362570802,0.0008478964165323484,1.2934743820456124e-05,2.3059241160897456e-05,2.693296205949505e-06,0.0013840503491611873,8.458070169837381e-05,0.3846049423505782,0.017713663664919787,0.0007371298941037673,3.119712723616642e-05,7.46655756150479e-05,2.2601860241742432e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,0.00010861257737128953,1.1341225722199834e-05,0.9426099782761552,0.008540417592747231,0.6945387154379964,0.03999502894684876,0.0020353659472344544,0.0002184951914757927,active_base10000,0.8529756656390264,0.008390146672394922,binary_variance,0.48133333333333334,0.004034297405441926,0.17703333333333335,0.0036917325050562456,0.18983333333333333,0.0034682688605252136,0.11599999999999999,0.0027604347483684557,0.0358,0.0008524474568362946,0.5186666666666667,0.00403429740544195
32.0,0.0,0.9195333333333333,0.008582669877271418,0.9704001534017758,0.008919793835218931,0.9207016999200045,0.008603559777804274,0.9193925450231335,0.008629609994097828,0.5174,0.0,0.9545085251748037,0.015708113451327513,0.887127947429455,0.015809140982305674,12500,2.898504687180614e-05,1.1056430375070043e-05,0.004055639692491813,0.0003550661543850748,0.0008746564133791315,0.00011610682434055933,0.00032342803372171743,3.534669626553269e-05,0.0001588747934501153,3.8080733779165645e-05,0.0019371665934330747,0.00030563049054843975,0.000815772740562036,3.9399734428754425e-05,2.898504687180614e-05,1.1056430375070043e-05,0.0019001187341881442,0.00023811819294972236,0.3892820915680309,0.029383185762180342,0.0009256511402448435,4.784935213219128e-05,8.197168426704593e-05,1.3666098717115843e-05,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,0.0001001165399693535,1.203033117438786e-05,0.9188485894058122,0.01458926083717854,0.6751598053769561,0.056618189588935414,0.0029980118298572264,0.0007281994501931175,active_base10000,0.8547293007811719,0.011777555178832132,binary_variance,0.46152,0.004715704259881723,0.15104,0.003873740655576554,0.20669333333333337,0.008182018224266075,0.13746666666666665,0.003188200467696821,0.043280000000000006,0.0005878775382679614,0.53848,0.004715704259881733
32.0,0.0,0.9263333333333333,0.0076460592609672185,0.9748305321009288,0.0070715979959278565,0.9272126249106051,0.00753436060960311,0.9268182447338965,0.007857046692675696,0.5174,0.0,0.953127776895661,0.004670056422841067,0.9019456255637159,0.010778772002764817,15000,2.7424258543610783e-05,5.936807433346785e-06,0.004304325513347606,0.000589984550583041,0.000888984281258459,3.615872300331195e-05,0.00032536400221952434,6.511792201692073e-05,0.00016906268653986043,3.4417069338278025e-05,0.002020501685500575,0.00032970376834972525,0.0008076760323318816,5.556168972203091e-05,2.7424258543610783e-05,5.936807433346785e-06,0.0020130356782849827,0.0003361184991282021,0.3721586909542072,0.036284761448883644,0.0009713003527669507,0.0001157888884141628,8.078369137365371e-05,1.1699378881819164e-05,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,8.856604925157709e-05,1.9061690325114078e-05,0.9073615864296452,0.016844346356874814,0.6455334134193641,0.06440317773576708,0.003487804990693781,0.0008225207430934226,active_base10000,0.8585829844873193,0.014001126655955725,binary_variance,0.4901333333333333,0.006635259351876674,0.13013333333333335,0.0010168943278797843,0.19402222222222223,0.009725466125488516,0.13871111111111112,0.003223218236866551,0.04700000000000001,0.0023456816114345584,0.5098666666666667,0.006635259351876649
32.0,0.0,0.8927333333333333,0.0036012343562851815,0.9556196936738267,0.0022906464674668277,0.8937251902877795,0.0038381449260162883,0.8930290712370774,0.0029197163603404837,0.5174,0.0,0.9227960273776308,0.009952506069586005,0.8652235536657648,0.004599038344949068,3000,4.251022516136299e-05,6.6477239748385015e-06,0.004089720028516624,0.0008373453323669128,0.0010480656400549185,0.0001079337205573781,0.0004072357493319684,2.437252441348089e-05,0.00020984287382905234,2.8681308182403745e-05,0.0022136355830522803,0.00041089687080331217,0.0008574832280863026,1.9003126241929698e-05,4.251022516136299e-05,6.6477239748385015e-06,0.0019435415419357105,0.00037864733558206807,0.4721967338286979,0.026570926117499758,0.0009824910314249402,0.0001608898752260552,0.00010483173021687738,1.699667268318884e-05,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,0.00014629033358738011,1.0913321781536189e-05,0.899016570018444,0.033419284834599834,0.8292651680635889,0.023967985176204326,0.003198130717255393,0.0009633770806328653,active_base3000,0.8292456250098249,0.0020215736340281334,binary_variance,0.4814444444444444,0.005717635702341609,0.17966666666666664,0.0019051586888313697,0.18355555555555556,0.0034029761846919,0.11855555555555557,0.007390350732584841,0.03677777777777778,0.003937787810370967,0.5185555555555555,0.005717635702341563
32.0,0.0,0.9050666666666666,0.000956846672960486,0.9585806394976574,0.0030568107941062414,0.9062755626240268,0.0008173516380900858,0.9047555550011207,0.0013810551661657096,0.5174,0.0,0.940658082392032,0.003730885161116748,0.8715371730447107,0.005559966244141586,5000,3.60249123905087e-05,2.9548704605949215e-06,0.00411855035412165,0.0005751892707141935,0.0009868228727949058,1.8863756926053956e-05,0.0003650707468812068,2.1996446659718164e-05,0.00018002948639374633,6.986498923605099e-06,0.0020625248109998515,7.030459016255839e-05,0.000872131132657868,7.2929661428679094e-06,3.60249123905087e-05,2.9548704605949215e-06,0.001957223499982008,0.0002951622376581167,0.4302027972798755,0.0013666304490663886,0.0009667327532198018,0.00010400943492384977,8.982502671036248e-05,6.749256561976305e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,0.00011827602658058354,6.063391675865712e-07,0.9050202497558705,0.027178885349844056,0.7640867560046313,0.004778536681906252,0.003137833673735947,0.0009418463222435949,active_base3000,0.8355242165889686,0.006509948111125901,binary_variance,0.4317333333333333,0.009017513823419162,0.13853333333333337,0.007122421560739639,0.2293333333333333,0.013900919234192953,0.14966666666666667,0.01494374636948699,0.05073333333333333,0.006863105872869966,0.5682666666666667,0.009017513823419181
32.0,0.0,0.9210666666666666,0.0021746008573733148,0.9710836478075073,0.0033277672068210834,0.9217514245118074,0.0018602153177322363,0.9219863769671494,0.003175599325825197,0.5174,0.0,0.9434106380034736,0.014378752882082959,0.9020744749387966,0.018622189681886003,7500,2.8748531583513705e-05,5.346924987187049e-06,0.0053076829415645435,0.0015048446703186627,0.0009814283874964998,0.00013930848221894808,0.00028891713443268636,8.429765012973873e-06,0.00014127389021738765,1.2330231535941055e-05,0.002628707643214309,0.0009240105106069432,0.0008030475660689263,1.0957911466162415e-05,2.8748531583513705e-05,5.346924987187049e-06,0.002358784108224729,0.0005318633684021012,0.39838890047471337,0.03512938203586646,0.001157798205185522,0.00028362944311434223,8.391975764728461e-05,1.2122139455078841e-05,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,8.673704769109567e-05,2.0431459572129383e-06,0.8593166705754022,0.04718701681307593,0.663359181931541,0.010516967540797893,0.0044616410631097905,0.0016133277600160801,active_base3000,0.8513829370953173,0.0026803774152564385,binary_variance,0.4116444444444445,0.05003635221726176,0.16115555555555555,0.049190343326136796,0.23897777777777776,0.019141371391972726,0.13964444444444443,0.022156970867532665,0.048577777777777775,0.009269836921068777,0.5883555555555555,0.0500363522172618
32.0,0.0,0.9156666666666666,0.0060692302275952405,0.9660748619675038,0.0034838621796579408,0.9166398742199421,0.005996090251113189,0.9159342055555029,0.006661830122689785,0.5174,0.0,0.9458825255509707,0.01948279868864748,0.8886741399304213,0.02260783365707105,10000,2.99532926028776e-05,4.129528494498227e-06,0.00619111925674527,0.0011407778457566645,0.000911410407284119,5.0748934468999735e-05,0.00031161460459404544,1.0974551208382835e-05,0.0001533979946214872,1.682499113572088e-05,0.001843352393073524,0.00021553435336163748,0.000838793600006067,1.3326859077482487e-05,2.99532926028776e-05,4.129528494498227e-06,0.0030766147864226194,0.0006871143277241089,0.4026104402504387,0.021817219741619924,0.001301656979254162,0.00019776183350699405,8.531691734485018e-05,6.429787189418035e-06,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,9.470625861734793e-05,3.4362275351127344e-06,0.8370223379827556,0.035996186719419544,0.6950302190556384,0.01065754890465973,0.0063999048746481366,0.0019342128818530897,active_base3000,0.8490587059943481,0.0035778955422160717,binary_variance,0.4202666666666666,0.09558578462419097,0.1601,0.0793844233251503,0.2283666666666667,0.04525640531706226,0.13956666666666664,0.0177061822222886,0.0517,0.011527647924302107,0.5797333333333333,0.09558578462419097
32.0,0.0,0.9173333333333332,0.01490622539597321,0.967971024963405,0.01145973708597717,0.9184548989541628,0.013737826475413176,0.9166924383069368,0.0181446687919946,0.5174,0.0,0.9518872169669219,0.017436485507839883,0.8862260018038913,0.04736577336592647,12500,3.7310985461002724e-05,1.0518179710344518e-05,0.0056291337130006435,0.0011347867694292994,0.0009013327547074884,8.194387481110542e-05,0.0003086205379548034,2.8145333308974722e-05,0.00016570839981936138,7.516509022842384e-06,0.0021952864647705106,0.00046899759531175017,0.0007888686913544246,4.185532491152554e-05,3.7310985461002724e-05,1.0518179710344518e-05,0.0026551448206578163,0.0004345591368141608,0.41727805483848246,0.05034723438007886,0.00120595588003412,0.00019174094041160864,9.889370145780656e-05,1.921144246090991e-05,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,9.231372239294576e-05,1.4551462819116168e-05,0.8582422805355349,0.03759187613094944,0.6851423577248302,0.06293704037940369,0.004792289891633965,0.0011078858762420506,active_base3000,0.8492065739042628,0.01527631808448259,binary_variance,0.40005333333333337,0.11836037775464482,0.20056,0.14277953915039787,0.21456,0.017986661724733694,0.13445333333333334,0.02836804461988093,0.05037333333333333,0.015257621774779392,0.5999466666666667,0.11836037775464485
32.0,0.0,0.9162666666666667,0.018093338246130502,0.9700516246528529,0.013716418528343504,0.9174891427180639,0.01676604731968183,0.9151417955362926,0.02201146544308869,0.5174,0.0,0.9538352755842276,0.019000958800931146,0.8823605205514754,0.05495724171462133,15000,3.1650884376760867e-05,8.906724475357639e-06,0.006210385120326335,0.0018594275830245341,0.001031503374749169,8.639319085977697e-05,0.00030931397543418495,1.88622729345999e-05,0.0001544829605648859,2.911021798826703e-05,0.002076354842320774,0.00026054510260762367,0.0008422434297221231,5.617439558284795e-05,3.1650884376760867e-05,8.906724475357639e-06,0.0030685420506765793,0.0009262304877624074,0.4352251519344243,0.07399266305415272,0.0013280350053507782,0.0003095756471586785,0.0001022688372055806,2.314188588083965e-05,2413.0,0.0,867.0,0.0,935.0,0.0,605.0,0.0,180.0,0.0,600.0,0.0,350.0,0.0,2413.0,0.0,1637.0,0.0,5000.0,3,0.0,9.158405000635439e-05,1.745919496488236e-05,0.8512862683360994,0.059776087342879654,0.6929509020024979,0.0724851754905514,0.005592869840144859,0.0026018793064875837,active_base3000,0.8502477152259084,0.021171845996356752,binary_variance,0.4098888888888889,0.1345479381273492,0.21184444444444442,0.1730942054218375,0.19895555555555555,0.01012665471922832,0.12922222222222224,0.03311686750857103,0.050088888888888884,0.01698254732306808,0.5901111111111111,0.1345479381273492
