base_size,seed_split,total_labels,delta_balanced_accuracy,delta_accuracy,delta_macro_f1,delta_mcc,delta_recall_blocked,delta_recall_assemblable,delta_roc_auc,delta_brier
1000,1,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1,1250,-0.0020956542401520117,0.01639999999999997,0.03002531710698042,0.0483604530936006,-0.025735294117646967,0.021543985637342944,0.0003403375488436611,-0.01091975576940243
1000,1,1500,0.006524580209103403,0.0030000000000000027,0.007021878288463346,0.013859923366523197,0.011029411764705954,0.0020197486535009634,0.00048101040236558923,-0.0005359117097614476
1000,1,1750,0.0004917361917836649,-0.0020000000000000018,-0.004540427719640583,-0.008326954318178426,0.003676470588235281,-0.0026929982046679513,0.0002813457070441894,4.639445282422251e-05
1000,1,2000,-0.0007640062308584827,-0.0028000000000000247,-0.006532327298601426,-0.012271598238018155,0.0018382352941176405,-0.003366247755834828,-0.00015511141620005997,0.002234851860710981
1000,1,2250,-0.0017953321364452268,-0.0031999999999999806,-0.007590826510869508,-0.014511586582985014,0.0,-0.0035906642728904536,-0.00016501214489383909,0.0023223948480693615
1000,1,2500,0.0008069093885310075,0.0,3.901043576914898e-05,0.0001625301789328626,0.0018382352941176405,-0.0002244165170556256,6.724244904432464e-05,-0.00038029214898914216
1000,1,2750,-0.004194608723202098,-0.0046000000000000485,-0.011147165146836224,-0.02160928971182363,-0.003676470588235281,-0.004712746858168693,-0.00025494376386103745,0.002253797933147894
1000,1,3000,0.0038101304255994117,-0.00039999999999995595,-0.0007987863473908341,-0.0012435771452216082,0.009191176470588314,-0.0015709156193896012,6.724244904432464e-05,0.0003535250375168546
1000,1,3250,-0.006476726687084211,0.0013999999999999568,0.003064160872262578,0.00549648152053972,-0.016544117647058876,0.0035906642728904536,-1.5676153764965228e-05,-0.0009765153613912675
1000,1,3500,0.006968462878867876,-0.0033999999999999586,-0.007389532710182833,-0.012979863489702925,0.020220588235294157,-0.006283662477558294,0.0002004897560461405,0.0020300308143297446
1000,2,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,2,1250,0.012979855317351241,0.0030000000000000027,0.007664142714158828,0.016787304916932477,0.025735294117646967,0.0002244165170556256,0.003529197248917315,-0.003846825129706969
1000,2,1500,0.010735690146794874,-0.0010000000000000009,-0.0011174026042367613,0.00022378985687110386,0.02573529411764708,-0.0042639138240574415,0.0012194397507656607,0.00045753322542065045
1000,2,1750,0.004039497307001705,0.007199999999999984,0.01600786552664535,0.029682946850073888,0.0,0.00807899461400352,0.000900553780758262,-0.0038240883998836434
1000,2,2000,-0.0007640062308584827,-0.0028000000000000247,-0.006333131512363033,-0.0116946668151372,0.0018382352941176405,-0.003366247755834828,-0.00036013900623088624,0.0008396584881841564
1000,2,2250,-0.004125303622346532,-0.0015999999999999348,-0.004003152883210848,-0.008010942354637618,-0.007352941176470562,-0.0008976660682226134,-0.000187288784454398,0.001236873230527017
1000,2,2500,-0.004013095363818775,-0.0013999999999999568,-0.0035233047696712205,-0.007086550468582087,-0.007352941176470673,-0.0006732495511669878,-0.00017573793431191476,0.0008421586893725165
1000,2,2750,0.00197189513148166,-0.0008000000000000229,-0.001801337377944745,-0.0032331990244814923,0.005514705882352922,-0.0015709156193896012,0.00015222370366452243,0.0006013459899779135
1000,2,3000,0.0006039444503115332,-0.0018000000000000238,-0.004308767396754121,-0.008265559751232887,0.003676470588235392,-0.0024685816876122146,-0.00017120010032734,0.001462661129712284
1000,2,3250,0.001122082585278239,0.0020000000000000018,0.0048177798528283855,0.0092855754216834,0.0,0.002244165170556589,4.991617383043323e-05,-0.0015795779881703767
1000,2,3500,0.006748996726158918,0.0033999999999999586,0.008501068608529283,0.016892763457434512,0.011029411764705843,0.0024685816876122146,0.000467396900411865,-0.001948111920980997
1000,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,3,1250,0.010649883831449936,0.0046000000000000485,0.010551296126143361,0.02095064890150311,0.018382352941176405,0.002917414721723466,0.0012887448516210043,-0.001901597697412362
1000,3,1500,-0.00749155137818136,-0.007600000000000051,-0.017033681057982752,-0.0320689786116688,-0.007352941176470562,-0.0076301615798922695,-0.001214901916781308,0.004932212510064296
1000,3,1750,0.0003795279332559076,-0.0021999999999999797,-0.005052465374960957,-0.00936705762736767,0.003676470588235281,-0.002917414721723466,-0.0004389323054176941,0.0015692237085912098
1000,3,2000,-0.0026880478403210617,0.0024000000000000687,0.005423606653893964,0.009868652644414055,-0.009191176470588314,0.0038150807899460792,-0.00011674609251244306,-0.001488943144342567
1000,3,2250,0.0002244165170556256,0.00039999999999995595,0.0009605079493540947,0.0018494955062274832,0.0,0.0004488330341112512,-9.364439222714349e-05,-2.8467155022461783e-05
