accuracy,balanced_accuracy,brier,macro_f1,mcc,precision_blocked,recall_assemblable,recall_blocked,replicate,roc_auc,row,status,total_labels,train_pos_rate
0.9256,0.9074232363501953,0.05359294126964728,0.8391065256663153,0.6956539209141638,0.6088607594936709,0.9306552962298025,0.8841911764705882,4,0.9757296011986482,baseline_random,ok,750,0.8912
0.9104,0.9077714119759215,0.06865962184267944,0.8174316281447402,0.664485908899895,0.5540540540540541,0.9111310592459605,0.9044117647058824,5,0.9669717878735875,baseline_random,ok,750,0.8912
0.8752,0.9130369495194847,0.0883311327699539,0.7757186707018137,0.6158031948253879,0.4644760213143872,0.8646768402154399,0.9613970588235294,1,0.9733385752191361,baseline_random,ok,1000,0.8912
0.9388,0.910794434470377,0.04356043605886192,0.8608766625238828,0.7312256183334644,0.6666666666666666,0.946588868940754,0.875,2,0.9787394227215124,baseline_random,ok,1000,0.8912
0.948,0.9167629237511881,0.036113849670499965,0.8781197134425706,0.7619206832543328,0.7119402985074627,0.9566876122082585,0.8768382352941176,3,0.9840379626940543,baseline_random,ok,1000,0.8912
0.9132,0.904500871264125,0.06084583075641449,0.8204112763842318,0.6669182807087796,0.5638051044083526,0.9156193895870736,0.8933823529411765,4,0.9742911078255359,baseline_random,ok,1000,0.8912
0.8902,0.9109627468581687,0.08134083087067645,0.7924893857753855,0.6339777160297169,0.4975609756097561,0.8844254937163375,0.9375,5,0.969730997201394,baseline_random,ok,1000,0.8912
0.9366,0.9499056130531207,0.044494006670935934,0.8658580232855237,0.7548631654242842,0.6375757575757576,0.9328994614003591,0.9669117647058824,1,0.9895642194265497,baseline_random,ok,1250,0.8912
0.9568,0.9499419157249973,0.03218555245927568,0.9005744586831639,0.809501650452712,0.735632183908046,0.9587073608617595,0.9411764705882353,2,0.9894454106822264,baseline_random,ok,1250,0.8912
0.9518,0.9309985214911818,0.03434435467738155,0.8879004593290307,0.7825510147980622,0.7224669603524229,0.9575852782764811,0.9044117647058824,3,0.9855771134755517,baseline_random,ok,1250,0.8912
0.9452,0.9466614742845073,0.03928185655232601,0.879341546563066,0.7739672244390438,0.6771653543307087,0.9447935368043088,0.9485294117647058,4,0.9877362973914878,baseline_random,ok,1250,0.8912
0.928,0.9329770171084593,0.05011811797071216,0.8488674631463309,0.7219279122622969,0.6097852028639618,0.9266157989228008,0.9393382352941176,5,0.9844339918417996,baseline_random,ok,1250,0.8912
0.956,0.954334539022072,0.031550075767458795,0.8998403272708202,0.8096743942874267,0.7275280898876404,0.9564631956912029,0.9522058823529411,1,0.9916681242739466,baseline_random,ok,1500,0.8912
0.9338,0.9483346974337311,0.04682056093332911,0.8611263900052621,0.7471788142797862,0.6269368295589988,0.9297576301615799,0.9669117647058824,2,0.9891145613317139,baseline_random,ok,1500,0.8912
0.9484,0.9508775345865457,0.037737431188022696,0.8856421909041394,0.7855240008099847,0.6901595744680851,0.9477109515260324,0.9540441176470589,3,0.9899796375013201,baseline_random,ok,1500,0.8912
0.963,0.962296375013201,0.02568572466088529,0.9143093159484074,0.8362852308484974,0.7612809315866085,0.9631956912028725,0.9613970588235294,4,0.9942361257788573,baseline_random,ok,1500,0.8912
0.9406,0.9529566876122082,0.04317760861589976,0.8729118061851129,0.766760115533844,0.6530359355638166,0.9371633752244165,0.96875,5,0.9888653929929243,baseline_random,ok,1500,0.8912
0.913,0.936665038546837,0.06229926524318198,0.8281831868993275,0.695171738554486,0.5577942735949099,0.9064183123877917,0.9669117647058824,1,0.984806094228535,baseline_random,ok,1750,0.8912
0.919,0.9472934707994508,0.058636630757620455,0.8389581987176301,0.7156091911780171,0.5746509129967776,0.9111310592459605,0.9834558823529411,2,0.9889998778910127,baseline_random,ok,1750,0.8912
0.956,0.9720865455697539,0.030733817718501304,0.9027409372236959,0.8206823142979027,0.7142857142857143,0.9515260323159784,0.9926470588235294,3,0.9961218020646321,baseline_random,ok,1750,0.8912
0.9336,0.9449948516210793,0.04607353675957243,0.8601118565819563,0.7441003430075113,0.6274038461538461,0.9304308797127468,0.9595588235294118,4,0.9881220132801776,baseline_random,ok,1750,0.8912
0.9536,0.966705499524765,0.033585599166082065,0.8975698988308487,0.8104477487272996,0.7058047493403694,0.9499551166965888,0.9834558823529411,5,0.9935199730700179,baseline_random,ok,1750,0.8912
0.9514,0.9622435711268349,0.0334746357316631,0.8929230037080367,0.8013991540175764,0.6977660972404731,0.9483842010771992,0.9761029411764706,1,0.9930501009874326,baseline_random,ok,2000,0.8912
0.9384,0.9630191282078361,0.043220477976756634,0.8713224542317366,0.7690995228228311,0.6394799054373522,0.9315529622980251,0.9944852941176471,2,0.9933120577674517,baseline_random,ok,2000,0.8912
0.9516,0.9575143230541767,0.033649396003343796,0.8924514805075863,0.7988390830284391,0.7018716577540107,0.9499551166965888,0.9650735294117647,3,0.992572390827965,baseline_random,ok,2000,0.8912
0.9468,0.9677318750660049,0.036807487631582196,0.8859631432879107,0.7929635775706613,0.6728855721393034,0.9409784560143627,0.9944852941176471,4,0.9953124174939275,baseline_random,ok,2000,0.8912
0.9554,0.9685222832400464,0.03103728539732001,0.9010908832850246,0.8167120316973767,0.7137150466045273,0.9517504488330341,0.9852941176470589,5,0.9948664721723519,baseline_random,ok,2000,0.8912
0.9548,0.9714132960185871,0.031334789663008636,0.900478793880485,0.8168567501095143,0.7086614173228346,0.9501795332136446,0.9926470588235294,1,0.9956234653870525,baseline_random,ok,2250,0.8912
0.9638,0.9667797549899673,0.024943754077140147,0.9165116135113176,0.8413176404048511,0.7619047619047619,0.9629712746858169,0.9705882352941176,2,0.9952517755306791,baseline_random,ok,2250,0.8912
0.9582,0.9539550110888162,0.030075216688585545,0.9038631290628752,0.8162304437122873,0.7403156384505022,0.9593806104129264,0.9485294117647058,3,0.9919705090294646,baseline_random,ok,2250,0.8912
0.949,0.965738528355687,0.03523799261538857,0.8893590190492529,0.7972794776632264,0.6840764331210191,0.9443447037701975,0.9871323529411765,4,0.99439536249868,baseline_random,ok,2250,0.8912
0.953,0.9663688747491815,0.03200483513803185,0.8964481723102413,0.8085512596162654,0.7030223390275953,0.949281867145422,0.9834558823529411,5,0.993305457281656,baseline_random,ok,2250,0.8912
0.9682,0.9603723334037385,0.02285750161046916,0.9243343636867382,0.8530890408802825,0.7966101694915254,0.9703770197486535,0.9503676470588235,1,0.9944238270936739,baseline_random,ok,2500,0.8912
0.954,0.9701575535959447,0.030896012577788713,0.8988489538694937,0.813805835151795,0.7054973821989529,0.9495062836624776,0.9908088235294118,2,0.9956300658728483,baseline_random,ok,2500,0.8912
0.9664,0.957748640299926,0.024347705987011692,0.9203398529473685,0.8454644757680051,0.7874617737003058,0.9688061041292639,0.9466911764705882,3,0.9935793774421797,baseline_random,ok,2500,0.8912
0.9654,0.9797810618861549,0.024265874013989556,0.9213987853976935,0.8535258993986115,0.7594405594405594,0.9614003590664273,0.9981617647058824,4,0.9977079813074242,baseline_random,ok,2500,0.8912
0.959,0.9632798473967684,0.02751428655005366,0.9068598324076715,0.8241703973643004,0.737062937062937,0.9578096947935368,0.96875,5,0.994905250026402,baseline_random,ok,2500,0.8912
0.9694,0.9642732205090294,0.022406910487364814,0.9272950182831645,0.8591924905108106,0.8003072196620584,0.9708258527827648,0.9577205882352942,1,0.9945999775583484,baseline_random,ok,2750,0.8912
0.9588,0.9752712799662056,0.029199568069270914,0.908329550814799,0.8307597582987415,0.7265415549597856,0.9542190305206463,0.9963235294117647,2,0.9961226271253564,baseline_random,ok,2750,0.8912
0.9424,0.9644563839898617,0.037399093127442766,0.878054729037608,0.779656174097724,0.6553398058252428,0.9362657091561939,0.9926470588235294,3,0.9959332756890906,baseline_random,ok,2750,0.8912
0.9568,0.9717284692153343,0.03003955832100204,0.9041326293117682,0.8227521520762963,0.7186666666666667,0.9526481149012568,0.9908088235294118,4,0.9952270237089451,baseline_random,ok,2750,0.8912
0.9698,0.975794368465519,0.02179707773320448,0.9295653698205242,0.8660328820467358,0.7902511078286558,0.968132854578097,0.9834558823529411,5,0.9967855634174676,baseline_random,ok,2750,0.8912
0.9678,0.9795137422114268,0.021887667964308473,0.9260446831593454,0.8611519422179497,0.7739628040057225,0.9645421903052065,0.9944852941176471,1,0.9977694483313972,baseline_random,ok,3000,0.8912
0.9482,0.9709380610412927,0.03644857116154327,0.8888945228088392,0.7988009463854929,0.6774595267745953,0.9418761220825853,1.0,2,0.9967608115957334,baseline_random,ok,3000,0.8912
0.9578,0.9730964198965044,0.028983248132234588,0.9061664976329498,0.8265016138389759,0.7228915662650602,0.9535457809694794,0.9926470588235294,3,0.9968874584169394,baseline_random,ok,3000,0.8912
0.9562,0.9730056632168127,0.02885948305706945,0.9032463201129517,0.8218336537415659,0.714663143989432,0.9515260323159784,0.9944852941176471,4,0.9969604762910551,baseline_random,ok,3000,0.8912
0.9672,0.9727218423275953,0.022880724551808295,0.9239832763207906,0.8556685658827091,0.7769679300291545,0.9656642728904847,0.9797794117647058,5,0.9961948199387475,baseline_random,ok,3000,0.8912
0.9678,0.9762861046573028,0.023081898253256242,0.9256335582032883,0.8594936596193683,0.7771345875542692,0.9654398563734291,0.9871323529411765,1,0.9965904365561307,baseline_random,ok,3250,0.8912
0.9664,0.9666246435737671,0.02414047106408769,0.92158034280593,0.8498719922463465,0.7781065088757396,0.9663375224416517,0.9669117647058824,2,0.9954382392544092,baseline_random,ok,3250,0.8912
0.95,0.9703341165909811,0.03370773815927062,0.8918726650983302,0.8030709668826638,0.6860759493670886,0.9443447037701975,0.9963235294117647,3,0.9962740257682966,baseline_random,ok,3250,0.8912
0.9568,0.9733422879923963,0.03011972674077336,0.9043841293236523,0.8237618488073738,0.7175066312997348,0.9521992818671454,0.9944852941176471,4,0.9959683407698806,baseline_random,ok,3250,0.8912
0.9622,0.9771788203611786,0.025607020990827442,0.9149374439160964,0.8420825075920799,0.7434842249657064,0.9580341113105925,0.9963235294117647,5,0.9971048619178371,baseline_random,ok,3250,0.8912
0.9594,0.9756079047417889,0.026834694673046458,0.9094851614075762,0.8327312614125945,0.7294751009421265,0.9548922800718133,0.9963235294117647,1,0.9970578334565423,baseline_random,ok,3500,0.8912
0.9622,0.9731442734185236,0.026493232279932805,0.9143620776793047,0.8397665383233734,0.7468706536856745,0.9591561938958707,0.9871323529411765,2,0.9962740257682965,baseline_random,ok,3500,0.8912
0.9666,0.9739990363290738,0.023669455484055777,0.9229692787645859,0.8543295773552153,0.772005772005772,0.9645421903052065,0.9834558823529411,3,0.9961952324691098,baseline_random,ok,3500,0.8912
0.9696,0.9772959789840532,0.022862244264075002,0.9293478321497856,0.8660766021632185,0.7873900293255132,0.96745960502693,0.9871323529411765,4,0.9967583364135599,baseline_random,ok,3500,0.8912
0.9634,0.9754313417467526,0.027410114609849358,0.9169682353136546,0.8448045218819583,0.7517433751743375,0.9600538599640933,0.9908088235294118,5,0.9956214027352414,baseline_random,ok,3500,0.8912
