row,base_size,total_labels,n_seeds,bac_mean,bac_std,bac_min,bac_max,acc_mean,f1_mean,mcc_mean,auc_mean
row1_uncertainty_disagreement,250,250,8,0.8057095439724363,0.02042367980840511,0.7695720905058612,0.8328525979512091,0.87105,0.74109160718685,0.5094536995541468,0.9116743101667283
row1_uncertainty_disagreement,250,500,8,0.900898449875911,0.024086197592378483,0.8589872214594995,0.9388431988594361,0.9386000000000001,0.8587722966020936,0.7252788635609748,0.9765827139877495
row1_uncertainty_disagreement,250,750,8,0.9497191493293906,0.013816185140094497,0.9339588393705777,0.9727218423275953,0.9628749999999999,0.912333962131582,0.829985869669204,0.9919614333614953
row1_uncertainty_disagreement,250,1000,8,0.9722154613079522,0.013777260610990907,0.941909124511564,0.9838733630795227,0.9804999999999999,0.9519290077801347,0.9056698569696212,0.9974977970878657
row1_uncertainty_disagreement,250,1250,8,0.9854816126966944,0.004932238282561258,0.9755369495194847,0.9930001848136023,0.988325,0.9708436991649457,0.9424672883296067,0.9990563883626834
row1_uncertainty_disagreement,250,1500,8,0.986908348954483,0.0040624713492280005,0.9789246488541556,0.9922147270039074,0.98925,0.9731205519868729,0.9469880563094522,0.999315663695348
row1_uncertainty_disagreement,250,1750,8,0.9839958845971064,0.005435573029647156,0.9759214278170874,0.9928450733974021,0.99125,0.9777253916597859,0.9556303682518492,0.9994012637455116
row1_uncertainty_disagreement,250,2000,8,0.9839818585647904,0.006340354972922842,0.9731855264547471,0.9910282896821206,0.991225,0.9776633889226891,0.9555314439377224,0.9994145162833985
row1_uncertainty_disagreement,250,2250,8,0.9793976149144576,0.005898773263148931,0.9727366934206357,0.9864112498679902,0.990425,0.9755094472194971,0.9511343203974795,0.9993064333284929
row1_uncertainty_disagreement,250,2500,8,0.9858842423302355,0.004195429988344153,0.9775781497518217,0.98986330393917,0.9912,0.977706084121059,0.9556823003145151,0.9994000261544249
row1_uncertainty_disagreement,250,2750,8,0.9845843591588341,0.005637935134786001,0.9740831925229696,0.9898847555180061,0.9914000000000001,0.9781282040838165,0.9564931019364296,0.9994047186872954
row1_uncertainty_disagreement,250,3000,8,0.9866657811014891,0.003424526739042175,0.9823073978244798,0.9919474073291794,0.9909749999999999,0.977193982066096,0.9547290886242688,0.9994507673889799
row1_uncertainty_disagreement,250,3250,8,0.9890671203400571,0.0029032616936638966,0.9827133277009188,0.9918137474918154,0.9913,0.9780839445975924,0.9566091417857443,0.9994721674015208
row1_uncertainty_disagreement,250,3500,8,0.9849659497439012,0.0047752648096714735,0.977733261168022,0.9911619495194847,0.9881249999999999,0.9703335428933269,0.9414656865968463,0.9991446182939064
row1_uncertainty_disagreement,500,500,8,0.8514983515286725,0.06430094130486208,0.6993214700601964,0.8987832004435526,0.88255,0.7754295919661601,0.5832483985948644,0.9335632485363423
row1_uncertainty_disagreement,500,750,8,0.9391845677341852,0.008273467071452378,0.929699875910867,0.9502620392860914,0.95075,0.8888339464664375,0.7880737178385363,0.9884107845337416
row1_uncertainty_disagreement,500,1000,8,0.9644516398906959,0.009410917740270346,0.9493478720033794,0.9765583746963776,0.9681,0.9257478761850579,0.8578603616252073,0.9953467090802882
row1_uncertainty_disagreement,500,1250,8,0.9814687235980568,0.004710725269291816,0.9752910814235928,0.987683493505122,0.98315,0.9586902513266056,0.9192715986965657,0.9983000655098215
row1_uncertainty_disagreement,500,1500,8,0.9879625702951738,0.0033747746520120256,0.9838519115006864,0.9922147270039074,0.986275,0.9661944562246501,0.9339472997627395,0.999084543559906
row1_uncertainty_disagreement,500,1750,8,0.9884726640880769,0.001968497125698031,0.9860746250924068,0.9918137474918154,0.9905999999999999,0.9763698967431294,0.9532326906581599,0.9994234372524818
row1_uncertainty_disagreement,500,2000,8,0.9840994297180272,0.00388391870549357,0.9787002323371,0.991343462878868,0.9910749999999999,0.9773234081246811,0.9548470684679302,0.9993837827714119
row1_uncertainty_disagreement,500,2250,8,0.983961850842222,0.002731190199933848,0.9789461004329918,0.9875976871897771,0.99065,0.9762796677554464,0.9527794730678413,0.9993475316658306
row1_uncertainty_disagreement,500,2500,8,0.9864914870234449,0.002906559128127909,0.9821737379871158,0.9904886999683177,0.9901249999999999,0.9751397672766835,0.950740148592593,0.9993336603324006
row1_uncertainty_disagreement,500,2750,8,0.982344731822262,0.011457895786543725,0.9561018190938853,0.9920596155877073,0.9899249999999999,0.9744033407012975,0.9490988281935677,0.9992690993307107
row1_uncertainty_disagreement,500,3000,8,0.98588692377759,0.0029600223131462586,0.9829113422747915,0.9899755121976977,0.991025,0.977298783540749,0.9549041395313004,0.999359598178926
row1_uncertainty_disagreement,500,3250,8,0.987099969307741,0.003801140111530691,0.9805599192100538,0.9912098030415039,0.99085,0.9769339640914969,0.9542786931379377,0.9993881659065107
row1_uncertainty_disagreement,500,3500,8,0.9841089179163587,0.002211188029808254,0.9807579337839265,0.9868815344809378,0.988575,0.9713777545944936,0.9433699160369201,0.9992257320763809
