architecture,row,base_size,total_labels,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,recall_blocked_mean,recall_blocked_std,recall_blocked_count,recall_assemblable_mean,recall_assemblable_std,recall_assemblable_count,roc_auc_mean,roc_auc_std,roc_auc_count,mcc_mean,mcc_std,mcc_count,brier_mean,brier_std,brier_count,ece_10bin_mean,ece_10bin_std,ece_10bin_count,fit_wall_s_mean,fit_wall_s_std,fit_wall_s_count,parameter_count_mean,parameter_count_std,parameter_count_count
mlp64_control,row1_pure_hybrid,0,2000,0.9945950271940015,0.0015623781001563545,8,0.9935661764705883,0.0032588428692202696,8,0.9956238779174147,0.0008223746690420861,8,0.9998151863977189,6.440382854147978e-05,8,0.9767268550381801,0.0035521322209002694,8,0.003969078701311237,0.0004712077038972834,8,0.007031894602867933,0.000949794910909577,8,1.747250562235422,0.2523666849795818,8,3009.0,0.0,8
mlp64_control,row1_pure_hybrid,0,3500,0.9913065414114479,0.004655802049836722,8,0.9846047794117647,0.009773442095000596,8,0.9980083034111311,0.0010209454131784588,8,0.9998931546361812,4.087531501860188e-05,8,0.9822437377885267,0.005167324509516959,8,0.002863237018853261,0.0005312565970135104,8,0.004450317268099683,0.0004989504028537118,8,3.0428136510090553,0.7864602786618514,8,3009.0,0.0,8
mlp64_control,row1_pure_hybrid,1000,1000,0.9213927520065477,0.010774042699835328,8,0.9214154411764706,0.030312972175794633,8,0.9213700628366248,0.019932120655392654,8,0.9780439996633752,0.0043233438822875,8,0.7009412946163273,0.034266357878842746,8,0.056299830863832986,0.010513103604124658,8,0.0685078661120418,0.02138140463929921,8,0.4786981252473197,0.21223637454860794,8,3009.0,0.0,8
mlp64_control,row1_pure_hybrid,1000,2000,0.9878392237168656,0.0026587984132092598,8,0.9951746323529412,0.000951377149828608,8,0.98050381508079,0.005303122864452232,8,0.9989363935935686,0.00043117504927657924,8,0.917071786596654,0.019604179395569823,8,0.012908689274648614,0.0033004992428455325,8,0.01771134930474639,0.004191602954761754,8,2.074489447863016,0.35741617335344167,8,3009.0,0.0,8
mlp64_control,row1_pure_hybrid,1000,3500,0.9953551143864189,0.0035025635330024054,8,0.9937959558823529,0.007414233771999135,8,0.9969142728904847,0.0011490100626735662,8,0.9999146577813127,2.470801300256138e-05,8,0.982573146548462,0.0050416642236078375,8,0.0029174953609523804,0.00045518965805262237,8,0.0059655236245187895,0.0004513006136552953,8,3.193784265749855,0.5533154093694879,8,3009.0,0.0,8
mlp64_control,row1_pure_hybrid,2500,3500,0.9856526065318407,0.002057503371678664,8,0.9977022058823529,0.0019027542996572183,8,0.9736030071813285,0.0034536767674583926,8,0.9988517217367198,0.0005695155020902112,8,0.8934913401333239,0.012160705128945721,8,0.01616612045648757,0.002197224314478894,8,0.026728926511898246,0.002144255225378203,8,3.1331918957439484,0.5528256072317336,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,0,250,0.8276279009135072,0.029788044848833618,8,0.7458639705882353,0.07796959952252805,8,0.9093918312387792,0.03879295839660227,8,0.9313716036375277,0.02086738087809438,8,0.5622512364221421,0.055677188633117054,8,0.07910657648229055,0.019436238591809908,8,0.08396839779450233,0.052029970773713775,8,0.10679394786711782,0.058735952798092635,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,0,500,0.9199722037041926,0.019940806439803525,8,0.8922334558823529,0.046023453474741724,8,0.9477109515260324,0.011599781913149854,8,0.9820926242046415,0.004966320460417519,8,0.746941883024778,0.027108665707792794,8,0.043720421767355744,0.0062702173019902226,8,0.04065904199667551,0.009157555101734615,8,0.2949711823675898,0.07895355147003784,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,0,1000,0.9822894527537227,0.006253504637192383,8,0.9763327205882353,0.015734677474566205,8,0.98824618491921,0.004151813873246713,8,0.9990150837601647,0.00020395897328714826,8,0.9359046181734043,0.01037221805447102,8,0.009154700923913699,0.0017708048385048718,8,0.00862488769097616,0.0037874948242571905,8,0.9181032135020359,0.09969468708927526,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,0,2000,0.9916419285959447,0.0038577813257643944,8,0.9869025735294118,0.008008915638348041,8,0.9963812836624776,0.0009703628138152306,8,0.9998355550843542,6.653055930543759e-05,8,0.9762570171429772,0.005017925441010545,8,0.00373788512243419,0.00046807510733055924,8,0.007170898567231191,0.00048304517186117176,8,2.2564846717432374,0.14093865874941672,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,0,3500,0.9906733073054177,0.002873505325027859,8,0.9832261029411764,0.005766109509597304,8,0.9981205116696589,0.0007290453508121909,8,0.9998952688542877,2.4008353199593543e-05,8,0.9819515987753991,0.004441539239103369,8,0.0028056714582454126,0.0002631390058170445,8,0.004386801675721611,0.0006193329777422833,8,2.988723526133981,0.7243876311532783,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,1000,1000,0.9242573628419052,0.013533812315309169,8,0.9048713235294118,0.02514229001664854,8,0.9436434021543986,0.004417948912398928,8,0.9819628060562757,0.004175163245789271,8,0.7427761915786283,0.02361917165054834,8,0.04386163965218,0.003410139131541696,8,0.0463795132085906,0.004224971413646922,8,0.7437499582520104,0.18108813965790332,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,1000,2000,0.989112704945084,0.002858321116994277,8,0.9901194852941176,0.006052035019165734,8,0.9881059245960503,0.0039965227089631935,8,0.999342993831846,0.0002961187272886326,8,0.9433976103173355,0.015000946709938952,8,0.009224550867461639,0.0019775753098301443,8,0.015849291143037406,0.002258145425276536,8,1.9028467241223552,0.3285016533333159,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,1000,3500,0.9943010993109093,0.0028757009288291626,8,0.9924172794117647,0.0058492288884916515,8,0.9961849192100539,0.0007956959249802053,8,0.9998778910127785,5.0373125798696086e-05,8,0.9785347248037276,0.004358499706137455,8,0.003347385809190362,0.0004527412679890075,8,0.006393280137821568,0.0007992848385680178,8,3.0843333906159387,0.6471650685774049,8,3009.0,0.0,8
mlp64_control,row2_hybrid_diverse_half,2500,3500,0.988706775068645,0.0017718393588933249,8,0.9937959558823529,0.005465245637675241,8,0.9836175942549371,0.002935852327120596,8,0.9992346530454641,0.00023569786827062414,8,0.9277340287772443,0.008901113956769645,8,0.011653314543899425,0.0013447427462750443,8,0.022390153148534552,0.00223472505615921,8,3.352708104001067,0.5825984538019028,8,3009.0,0.0,8
part_graph_mpnn_v1,baseline_random,0,250,0.8606696852888372,0.004151708615236308,5,0.8566176470588236,0.08735970277356214,5,0.864721723518851,0.08237758428993451,5,0.9482233967420003,0.007889989433565956,5,0.5687044235347127,0.07057449547994894,5,0.09530148960387377,0.045311949328302126,5,0.12714912079725732,0.08103821131429767,5,2.959768099768553,1.5900445954423348,5,34225.0,0.0,5
