status,architecture,checkpoint_path,train_pos_rate,n_train,row,base_size,seed_split,total_labels,replicate,balanced_accuracy,accuracy,macro_f1,mcc,recall_blocked,recall_assemblable,precision_blocked,brier,ece_10bin,roc_auc,seed,n_val,pos_weight,parameter_count,fit_wall_s
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T1000_rep3,0.881,850,baseline_random,0,,1000,3.0,0.9279820994825219,0.9004,0.809485684800263,0.6658438392906221,0.9632352941176471,0.8927289048473968,0.5229540918163673,0.07076895810453848,0.10446260995325589,0.9781363033319251,229590,150,0.13484646379947662,13697,5.945209915982559
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T1000_rep4,0.897,850,baseline_random,0,,1000,4.0,0.9310282236772627,0.8972,0.8062208973193941,0.6637337163629865,0.9742647058823529,0.8877917414721723,0.5145631067961165,0.07047687400374834,0.11105563204334223,0.981120960502693,856836,150,0.11548556387424469,13697,5.9538200829993
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T1000_rep5,0.909,850,baseline_random,0,,1000,5.0,0.9205235505333192,0.8756,0.7781329552890107,0.6238471502365613,0.9779411764705882,0.8631059245960503,0.4658493870402802,0.08706028817617355,0.1342448141224302,0.9748137837944872,484517,150,0.09961190074682236,13697,2.532893583003897
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T2000_rep1,0.888,1700,baseline_random,0,,2000,1.0,0.9449899012567324,0.9264,0.8491545605003346,0.7283681386590509,0.96875,0.921229802513465,0.6002277904328018,0.04974307279584166,0.07776879636538869,0.9861653817720986,506554,300,0.125827819108963,13697,10.557250624988228
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T2000_rep2,0.8845,1700,baseline_random,0,,2000,2.0,0.9321915592987644,0.9266,0.8465806163680172,0.7182315008993114,0.9393382352941176,0.9250448833034112,0.6047337278106509,0.05377337624030936,0.08029355443579043,0.9808198133382617,272885,300,0.13031914830207825,13697,6.389863415970467
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T2000_rep3,0.8975,1700,baseline_random,0,,2000,3.0,0.9282758211004329,0.9038,0.8139175008462691,0.6716330921742675,0.9595588235294118,0.8969928186714542,0.5321100917431193,0.06795066331840065,0.10104705785528807,0.977151593357271,974078,300,0.1140235885977745,13697,4.301340333011467
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T2000_rep4,0.896,1700,baseline_random,0,,2000,4.0,0.9165616089344175,0.916,0.8274342697133339,0.6830632978104898,0.9172794117647058,0.9158438061041293,0.5709382151029748,0.05754978836602016,0.08649660813628325,0.977451915460978,999987,300,0.11621799319982529,13697,4.5994858329650015
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T2000_rep5,0.887,1700,baseline_random,0,,2000,5.0,0.9477373534692153,0.9126,0.8302083246721448,0.7043331503770448,0.9926470588235294,0.9028276481149012,0.5549845837615622,0.06091731346402581,0.09950196404910061,0.9864430147058825,916100,300,0.12732096016407013,13697,12.968831499980297
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T3500_rep1,0.8991428571428571,2975,baseline_random,0,,3500,1.0,0.9436170002112155,0.9182,0.8370019063204922,0.7109075805663706,0.9761029411764706,0.9111310592459605,0.5728155339805825,0.057061147758840705,0.09343405961703648,0.9864496151916781,691701,525,0.11214952915906906,13697,15.881542832998093
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T3500_rep2,0.8971428571428571,2975,baseline_random,0,,3500,2.0,0.9530375435632064,0.9278,0.852971255432427,0.7379239594065647,0.9852941176470589,0.9207809694793537,0.6029246344206974,0.048826897702076155,0.08192499055213776,0.9897651217129582,673657,525,0.1146496832370758,13697,21.168784417037386
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T3500_rep3,0.892,2975,baseline_random,0,,3500,3.0,0.9483891514415461,0.9152,0.8339078138225677,0.7095389222502304,0.9908088235294118,0.9059694793536804,0.5626304801670147,0.059321354642640496,0.09699559777379084,0.9876587416833879,830002,525,0.12094950675964355,13697,20.223317249969114
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T3500_rep4,0.9042857142857142,2975,baseline_random,0,,3500,4.0,0.9500079205829549,0.9224,0.8444066600365725,0.7244886580096309,0.9852941176470589,0.914721723518851,0.5851528384279476,0.05423300102295557,0.0917603939272648,0.9883753069225896,674529,525,0.10594795644283295,13697,17.380269874993246
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__baseline_T3500_rep5,0.8902857142857142,2975,baseline_random,0,,3500,5.0,0.9509270382300137,0.9226,0.8448957350655635,0.7256612888375158,0.9871323529411765,0.914721723518851,0.5856052344601963,0.05235217106876345,0.08610261008567038,0.9893740429295597,288124,525,0.12306530773639679,13697,19.149629374966025
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R001_T0250,0.876,212,row1_pure_hybrid,0,1.0,250,,0.8214387078889007,0.8874,0.7611730095806529,0.5403715130544746,0.7371323529411765,0.9057450628366248,0.4884287454323995,0.08140682489961619,0.0798078185847158,0.9112911210265076,1010207,38,0.13978494703769684,13697,1.1891865420038812
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R001_T0500,0.45,425,row1_pure_hybrid,0,1.0,500,,0.8961941598901679,0.861,0.7558840548311809,0.5819363061981041,0.9411764705882353,0.8512118491921006,0.4357446808510638,0.1004341956174166,0.13582895392648334,0.9577383270408701,758442,75,1.2251309156417847,13697,1.8209949579904787
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R001_T1000,0.411,850,row1_pure_hybrid,0,1.0,1000,,0.958263478191995,0.9328,0.8616213822640126,0.7528052367342385,0.9908088235294118,0.925718132854578,0.6195402298850575,0.05392808396539781,0.06667946650671525,0.9840998422483895,345193,150,1.4355300664901733,13697,8.078921500011347
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R001_T2000,0.564,1700,row1_pure_hybrid,0,1.0,2000,,0.9737152154398564,0.9776,0.9456334115306098,0.8938945714636821,0.96875,0.9786804308797128,0.8472668810289389,0.017574468567347935,0.02923998762484805,0.9975854597898404,999525,300,0.77267986536026,13697,17.821636332955677
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R001_T3500,0.43314285714285716,2975,row1_pure_hybrid,0,1.0,3500,,0.9709413612841905,0.9856,0.9634604422748068,0.9271148783362447,0.9522058823529411,0.9896768402154399,0.9184397163120568,0.011735235755411386,0.013860458962194474,0.9983267768507761,983542,525,1.3079906702041626,13697,27.765996250032913
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R002_T0250,0.92,213,row1_pure_hybrid,0,2.0,250,,0.7988666965888689,0.886,0.7509367400293423,0.5145698464726235,0.6875,0.9102333931777379,0.48320413436692505,0.08501828846065579,0.07645077075719003,0.8972733393177739,156543,37,0.08673469722270966,13697,1.1657489170320332
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R002_T0500,0.482,425,row1_pure_hybrid,0,2.0,500,,0.8624079232231492,0.9144,0.810040580302948,0.6320837477910155,0.7959558823529411,0.9288599640933572,0.5773333333333334,0.0677764268600751,0.06246768315585265,0.9495795078017744,98461,75,1.073170781135559,13697,2.82499104202725
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R002_T1000,0.397,850,row1_pure_hybrid,0,2.0,1000,,0.9616132247333404,0.9474,0.8858879294507981,0.7902175325653219,0.9797794117647058,0.9434470377019749,0.6789808917197452,0.04056944143935961,0.05027091040782972,0.9893233016950048,892297,150,1.5222551822662354,13697,7.729783042042982
ok,edge_pool_graph_v1,data/arch_screen/checkpoints/edge_pool_graph_v1__row1_pure_hybrid_B0000_R002_T2000,0.5255,1700,row1_pure_hybrid,0,2.0,2000,,0.9628458654556975,0.9798,0.9494209702660408,0.8994734697175436,0.9411764705882353,0.9845152603231598,0.8812392426850258,0.017932223589683,0.027105817763212182,0.9969365495300455,57832,300,0.9036954045295715,13697,18.171109582995996
