row,base_size,total_labels,mean_bac,std_bac,n_splits
row1_uncertainty_disagreement,2500,2500,0.9667595410022177,0.005958623755083109,8
row1_uncertainty_disagreement,2500,2750,0.9780309018243742,0.004181815558384329,8
row1_uncertainty_disagreement,2500,3000,0.986683107376703,0.0018662653173988622,8
row1_uncertainty_disagreement,2500,3250,0.9879922724812547,0.0014315536051194642,8
row1_uncertainty_disagreement,2500,3500,0.9871911385177949,0.0033078960022710512,8
row2_diverse_uncertainty,0,250,0.7907091149408596,0.03542067013538751,8
row2_diverse_uncertainty,0,500,0.8878643468159256,0.03718227950275431,8
row2_diverse_uncertainty,0,750,0.9532683543008765,0.016170787921866516,8
row2_diverse_uncertainty,0,1000,0.9714097895105079,0.0057437647629060866,8
row2_diverse_uncertainty,0,1250,0.9806702710819516,0.006585096233112508,8
