accuracy,balanced_accuracy,base_size,brier,macro_f1,mcc,precision_blocked,recall_assemblable,recall_blocked,roc_auc,round_idx,row,seed_split,status,total_labels,train_pos_rate,wall_s
0.9782,0.9627551087760059,0,0.01596239280223579,0.9458346067170057,0.8926669766485282,0.868020304568528,0.9824955116696589,0.9430147058823529,0.9965095806051325,3,row1_uncertainty_disagreement,6,ok,750,0.8912,0.8253305000253022
0.9866,0.9715024025768296,0,0.009186553127637519,0.9658629723405497,0.931836367790949,0.9266547406082289,0.9907989228007181,0.9522058823529411,0.9987384821522864,4,row1_uncertainty_disagreement,6,ok,1000,0.8912,0.9818364169914275
0.9868,0.9861389798289154,0,0.008717648900137218,0.9672779930819728,0.9357223718187239,0.9023569023569024,0.9869838420107719,0.9852941176470589,0.9992483696800084,5,row1_uncertainty_disagreement,6,ok,1250,0.8912,1.2822418749565259
0.9906,0.9834294804097581,0,0.006854472505567975,0.9761289265503323,0.952436994190449,0.9413854351687388,0.9925942549371634,0.9742647058823529,0.9993906926549794,6,row1_uncertainty_disagreement,6,ok,1500,0.8912,1.9028105409815907
0.9942,0.9870630478403211,0,0.004641410205492514,0.9851058272064357,0.97022452706814,0.9690346083788707,0.9961849192100538,0.9779411764705882,0.9997351555074454,7,row1_uncertainty_disagreement,6,ok,1750,0.8912,2.988931833067909
0.993,0.9880036170662161,0,0.005112551558745483,0.9821672243570037,0.9644479339036449,0.9552772808586762,0.9943895870736086,0.9816176470588235,0.9997075159731756,8,row1_uncertainty_disagreement,6,ok,2000,0.8912,3.35759308305569
0.996,0.9953351066638505,0,0.003219315359968894,0.9898017417809177,0.9797037480467259,0.9695340501792115,0.9961849192100538,0.9944852941176471,0.9999092433203084,9,row1_uncertainty_disagreement,6,ok,2250,0.8912,4.167695958982222
0.9974,0.9961205644735452,0,0.0026410186811678515,0.9933339999333399,0.9866934914242272,0.9818511796733213,0.9977558348294434,0.9944852941176471,0.9999286322473334,10,row1_uncertainty_disagreement,6,ok,2500,0.8912,4.642222916008905
0.997,0.9967030573450206,0,0.0030454220367221833,0.9923330122398859,0.9847284731106021,0.9765765765765766,0.9970825852782765,0.9963235294117647,0.9999047054863238,11,row1_uncertainty_disagreement,6,ok,2750,0.8912,3.9585694998968393
0.9978,0.9971518903791319,0,0.002325750114936256,0.9943595384051338,0.9887446109130139,0.9836660617059891,0.9979802513464991,0.9963235294117647,0.9999253320044356,12,row1_uncertainty_disagreement,6,ok,3000,0.8912,5.693691415945068
0.997,0.9950892385679586,0,0.002915638994452799,0.992308461461546,0.9846423719354405,0.9800362976406534,0.9975314183123878,0.9926470588235294,0.9998877917414722,13,row1_uncertainty_disagreement,6,ok,3250,0.8912,3.621588584035635
0.9968,0.9909424833667757,0,0.0028228488526747145,0.991736052833067,0.9834742113781069,0.9870848708487084,0.9984290843806104,0.9834558823529411,0.9998968674094414,14,row1_uncertainty_disagreement,6,ok,3500,0.8912,3.799644291982986
0.8354,0.7438499973598056,0,0.15512046366268392,0.6781378141138328,0.3854128332140261,0.3548387096774194,0.8608617594254937,0.6268382352941176,0.8468588288098005,1,row1_uncertainty_disagreement,7,ok,250,0.8912,0.9333962500095367
0.9572,0.938869600802619,0,0.0318213508330553,0.8993973241568649,0.8043701916035024,0.7477477477477478,0.9622980251346499,0.9154411764705882,0.9893348525451473,2,row1_uncertainty_disagreement,7,ok,500,0.8912,0.5981931670103222
0.974,0.9547503696272046,0,0.018595719645529113,0.9357443121853696,0.8727693499545759,0.8461538461538461,0.9793536804308797,0.9301470588235294,0.9954114247808639,3,row1_uncertainty_disagreement,7,ok,750,0.8912,0.7484671670245007
0.9828,0.9830879052698278,0,0.012499704348011056,0.9579407147965739,0.917950326342897,0.8741830065359477,0.9827199281867145,0.9834558823529411,0.9982034302724682,4,row1_uncertainty_disagreement,7,ok,1000,0.8912,1.3489123749313876
0.986,0.983269418629211,0,0.009424543032820181,0.9652415848883917,0.9315575801931535,0.9003378378378378,0.9867594254937163,0.9797794117647058,0.9991167724944555,5,row1_uncertainty_disagreement,7,ok,1250,0.8912,1.7449943750398234
